location,size,total_sqft,bath,price,bhk,price_per_sqft
Malleshwaram,2 BHK,1124.0,3.0,80.0,2,7117
Balagere,2 BHK,1012.0,2.0,54.59,2,5394
Giri Nagar,7 BHK,4500.0,5.0,250.0,7,5555
8th Phase JP Nagar,2 BHK,871.0,2.0,55.0,2,6314
other,2 BHK,1020.0,2.0,40.0,2,3921
Rachenahalli,3 BHK,1550.0,3.0,73.5,3,4741
other,3 Bedroom,3515.0,3.0,420.0,3,11948
Akshaya Nagar,3 BHK,1410.0,2.0,80.0,3,5673
Chikka Tirupathi,4 Bedroom,3500.0,5.0,150.0,4,4285
Whitefield,2 BHK,1118.0,2.0,75.0,2,6708
Thanisandra,2 BHK,1098.0,2.0,68.0,2,6193
Kanakapura,2 BHK,1130.0,2.0,45.2,2,4000
Sarjapur  Road,2 BHK,1145.0,2.0,75.0,2,6550
Kadugodi,3 Bedroom,950.0,3.0,80.0,3,8421
other,2 BHK,1051.0,2.0,33.0,2,3139
other,7 Bedroom,600.0,7.0,108.0,7,18000
Marathahalli,2 BHK,1102.0,2.0,53.67,2,4870
Jalahalli,2 BHK,1478.0,2.0,125.0,2,8457
Chandapura,1 BHK,645.0,1.0,16.45,1,2550
Hebbal,2 BHK,823.0,2.0,50.63,2,6151
Abbigere,2 BHK,880.0,2.0,35.0,2,3977
KR Puram,4 Bedroom,600.0,5.0,75.0,4,12500
Budigere,3 BHK,1991.0,4.0,100.0,3,5022
TC Palaya,3 BHK,1100.0,3.0,50.0,3,4545
Gubbalala,3 BHK,1745.0,3.0,115.0,3,6590
HAL 2nd Stage,2 BHK,1226.0,3.0,135.0,2,11011
Begur Road,3 Bedroom,680.0,4.0,68.0,3,10000
other,2 BHK,1100.0,2.0,70.0,2,6363
Banashankari Stage VI,4 Bedroom,1200.0,4.0,195.0,4,16250
5th Phase JP Nagar,2 BHK,1450.0,2.0,58.0,2,4000
Singasandra,4 BHK,3366.0,4.0,120.0,4,3565
Sahakara Nagar,2 BHK,1150.0,2.0,54.0,2,4695
Kanakpura Road,3 BHK,1843.0,3.0,95.84,3,5200
Banashankari Stage VI,4 Bedroom,2200.0,4.0,195.0,4,8863
Bommanahalli,2 BHK,1090.0,3.0,44.0,2,4036
Kaggadasapura,2 BHK,1132.0,2.0,42.0,2,3710
Hulimavu,2 BHK,1375.0,2.0,80.0,2,5818
7th Phase JP Nagar,4 Bedroom,1500.0,5.0,220.0,4,14666
Thanisandra,1 BHK,760.0,1.0,50.3,1,6618
Kaggadasapura,2 BHK,1180.0,2.0,65.0,2,5508
Jigani,2 BHK,918.0,2.0,45.0,2,4901
Rachenahalli,5 Bedroom,600.0,5.0,50.0,5,8333
Margondanahalli,2 Bedroom,1200.0,1.0,53.0,2,4416
HSR Layout,2 BHK,1372.0,2.0,61.0,2,4446
other,7 Bedroom,2400.0,7.0,355.0,7,14791
Ardendale,3 BHK,1728.0,3.0,95.0,3,5497
Malleshwaram,3 BHK,2215.0,3.0,275.0,3,12415
BTM 2nd Stage,2 BHK,1200.0,2.0,80.0,2,6666
6th Phase JP Nagar,2 BHK,1280.0,2.0,56.0,2,4375
Hulimavu,4 Bedroom,800.0,4.0,110.0,4,13750
other,3 BHK,1455.0,2.0,56.0,3,3848
Rachenahalli,1 RK,440.0,1.0,28.0,1,6363
Kanakpura Road,3 Bedroom,1500.0,3.0,97.0,3,6466
Whitefield,3 BHK,1800.0,3.0,110.0,3,6111
Mysore Road,3 BHK,1525.0,3.0,96.0,3,6295
Rachenahalli,2 BHK,1204.0,2.0,38.5,2,3197
Old Madras Road,2 BHK,1225.0,2.0,53.55,2,4371
Kalyan nagar,6 Bedroom,800.0,6.0,98.0,6,12250
Bannerghatta Road,3 BHK,1650.0,3.0,122.0,3,7393
Electronic City,3 BHK,880.0,2.0,18.0,3,2045
other,4 Bedroom,4200.0,4.0,255.0,4,6071
other,2 Bedroom,1200.0,2.0,55.0,2,4583
Sarjapur  Road,4 Bedroom,1152.0,4.0,230.0,4,19965
9th Phase JP Nagar,2 BHK,1005.0,2.0,42.0,2,4179
Whitefield,3 BHK,1562.0,3.0,103.0,3,6594
Devanahalli,4 Bedroom,5000.0,5.0,395.0,4,7900
Babusapalaya,6 Bedroom,810.0,5.0,95.0,6,11728
Ramamurthy Nagar,2 BHK,1200.0,2.0,42.0,2,3500
Kasavanhalli,3 BHK,1555.0,3.0,82.5,3,5305
KR Puram,2 Bedroom,1550.0,2.0,71.0,2,4580
Whitefield,2 BHK,1190.0,2.0,67.0,2,5630
Chikkalasandra,2 BHK,1070.0,2.0,50.0,2,4672
Jalahalli East,2 BHK,1020.0,2.0,42.48,2,4164
Yelahanka,3 BHK,1610.0,3.0,115.0,3,7142
other,1 BHK,700.0,1.0,41.0,1,5857
other,3 BHK,1300.0,2.0,49.0,3,3769
Hebbal,2 BHK,1420.0,2.0,123.0,2,8661
Vidyaranyapura,9 Bedroom,1200.0,9.0,100.0,9,8333
Hebbal,3 BHK,1069.0,3.0,65.4,3,6117
Marathahalli,3 BHK,1900.0,3.0,123.0,3,6473
Old Airport Road,2 BHK,1655.0,2.0,97.65,2,5900
Uttarahalli,2 BHK,1155.0,2.0,40.42,2,3499
Sarjapur  Road,3 BHK,1300.0,2.0,70.0,3,5384
Electronic City,2 BHK,1100.0,2.0,45.0,2,4090
Doddathoguru,2 BHK,1030.0,2.0,42.0,2,4077
Vittasandra,2 BHK,2105.0,2.0,70.2,2,3334
Bhoganhalli,3 BHK,1700.0,3.0,126.0,3,7411
Jakkur,3 BHK,1760.0,3.0,139.0,3,7897
Kadugodi,9 Bedroom,6200.0,9.0,200.0,9,3225
other,2 BHK,1400.0,2.0,67.0,2,4785
other,2 BHK,1200.0,2.0,53.0,2,4416
Bannerghatta Road,2 BHK,912.0,2.0,55.0,2,6030
Whitefield,2 BHK,1102.0,2.0,48.0,2,4355
other,3 BHK,1535.0,3.0,55.0,3,3583
Haralur Road,2 BHK,1243.0,2.0,46.0,2,3700
Jigani,2 BHK,918.0,2.0,63.2,2,6884
Begur Road,3 BHK,1500.0,2.0,70.0,3,4666
other,3 Bedroom,3000.0,3.0,250.0,3,8333
Kasavanhalli,3 BHK,1476.0,3.0,89.0,3,6029
Mysore Road,2 BHK,1200.0,2.0,65.0,2,5416
Vijayanagar,1 BHK,606.0,1.0,34.78,1,5739
other,2 BHK,1100.0,2.0,61.0,2,5545
Garudachar Palya,3 BHK,1295.0,2.0,59.5,3,4594
Neeladri Nagar,1 BHK,527.0,1.0,26.0,1,4933
OMBR Layout,2 BHK,1300.0,2.0,80.0,2,6153
Bommanahalli,3 Bedroom,680.0,4.0,68.0,3,10000
other,1 Bedroom,1260.0,1.0,41.0,1,3253
Koramangala,2 BHK,1140.0,2.0,75.2,2,6596
other,1 Bedroom,1500.0,1.0,37.5,1,2500
Whitefield,3 BHK,2321.0,4.0,128.0,3,5514
Sarjapur  Road,2 BHK,1390.0,2.0,62.0,2,4460
Sarjapur  Road,3 BHK,1725.0,3.0,90.0,3,5217
Hebbal,4 BHK,3067.0,4.0,310.0,4,10107
Hennur Road,3 BHK,1186.0,2.0,63.0,3,5311
Kanakpura Road,2 BHK,1230.0,2.0,85.0,2,6910
other,1 BHK,600.0,1.0,17.0,1,2833
Yeshwanthpur,3 BHK,1313.0,3.0,96.0,3,7311
TC Palaya,2 Bedroom,900.0,2.0,55.0,2,6111
Ambalipura,2 BHK,1250.0,2.0,66.25,2,5300
HBR Layout,9 Bedroom,1200.0,6.0,280.0,9,23333
Binny Pete,1 BHK,660.0,1.0,54.0,1,8181
Basavangudi,2 BHK,1036.0,2.0,105.0,2,10135
Koramangala,4 BHK,2700.0,4.0,450.0,4,16666
Old Madras Road,2 BHK,1100.0,2.0,70.0,2,6363
BTM 2nd Stage,4 Bedroom,1500.0,2.0,450.0,4,30000
Singasandra,4 Bedroom,525.0,5.0,56.0,4,10666
Electronics City Phase 1,2 BHK,1015.0,2.0,56.0,2,5517
Gottigere,1 Bedroom,812.0,1.0,26.0,1,3201
other,3 BHK,1360.0,2.0,65.0,3,4779
Nehru Nagar,3 BHK,2167.0,3.0,170.0,3,7844
Raja Rajeshwari Nagar,2 BHK,1200.0,2.0,35.0,2,2916
other,2 BHK,1165.0,2.0,75.0,2,6437
BTM 2nd Stage,2 BHK,1274.0,2.0,70.0,2,5494
Raja Rajeshwari Nagar,2 BHK,1151.0,2.0,39.02,2,3390
Vidyaranyapura,6 Bedroom,1060.0,6.0,110.0,6,10377
Thubarahalli,3 BHK,1626.0,2.0,120.0,3,7380
Banashankari Stage V,2 BHK,1035.0,2.0,35.77,2,3456
other,3 Bedroom,1272.0,4.0,75.0,3,5896
other,2 BHK,965.0,2.0,45.0,2,4663
other,5 Bedroom,1600.0,5.0,140.0,5,8750
Kothannur,2 BHK,1070.0,2.0,42.79,2,3999
Raja Rajeshwari Nagar,3 BHK,1570.0,2.0,65.0,3,4140
other,2 BHK,780.0,2.0,25.0,2,3205
other,3 BHK,1000.0,2.0,65.0,3,6500
9th Phase JP Nagar,4 Bedroom,1200.0,3.0,188.0,4,15666
Tindlu,7 Bedroom,7500.0,7.0,400.0,7,5333
5th Phase JP Nagar,3 BHK,1700.0,2.0,100.0,3,5882
Haralur Road,3 BHK,1850.0,3.0,110.0,3,5945
Kereguddadahalli,2 BHK,904.0,2.0,30.0,2,3318
other,2 BHK,1121.0,2.0,43.72,2,3900
7th Phase JP Nagar,3 BHK,1385.0,2.0,58.17,3,4200
Sahakara Nagar,2 BHK,1270.0,2.0,69.85,2,5499
Kanakpura Road,3 BHK,1450.0,3.0,56.0,3,3862
other,3 Bedroom,2400.0,4.0,325.0,3,13541
Mahadevpura,1 BHK,730.0,1.0,35.0,1,4794
Raja Rajeshwari Nagar,3 BHK,1580.0,3.0,53.56,3,3389
Thanisandra,2 BHK,1111.0,2.0,50.0,2,4500
Kengeri,4 Bedroom,1125.0,2.0,88.0,4,7822
Varthur,2 BHK,977.0,2.0,36.0,2,3684
other,2 BHK,674.0,1.0,19.9,2,2952
Nagarbhavi,3 Bedroom,600.0,3.0,83.0,3,13833
Sarjapur,4 Bedroom,2540.0,4.0,115.0,4,4527
Jakkur,2 BHK,1290.0,2.0,100.0,2,7751
Kumaraswami Layout,3 Bedroom,600.0,3.0,98.0,3,16333
Abbigere,2 BHK,795.0,2.0,32.54,2,4093
Kanakpura Road,2 BHK,700.0,1.0,35.0,2,5000
other,2 BHK,1463.0,1.0,142.0,2,9706
Vijayanagar,3 Bedroom,1000.0,3.0,140.0,3,14000
other,3 BHK,1306.0,2.0,58.0,3,4441
other,3 BHK,2401.0,3.0,185.0,3,7705
Bommenahalli,4 Bedroom,1670.0,3.0,135.0,4,8083
other,3 BHK,1875.0,2.0,235.0,3,12533
Marsur,3 Bedroom,1200.0,3.0,90.0,3,7500
Dodda Nekkundi,3 BHK,1804.0,3.0,121.0,3,6707
1st Phase JP Nagar,3 BHK,2065.0,4.0,210.0,3,10169
Hoskote,3 BHK,1225.0,3.0,40.0,3,3265
Thanisandra,2 BHK,1185.5,2.0,58.68,2,4949
Bellandur,2 BHK,900.0,2.0,56.0,2,6222
Binny Pete,2 BHK,1350.0,2.0,91.0,2,6740
Kaggalipura,1 BHK,700.0,1.0,36.0,1,5142
Mysore Road,2 BHK,1005.0,2.0,35.175,2,3499
Poorna Pragna Layout,2 BHK,1160.0,2.0,46.39,2,3999
Hennur Road,3 BHK,1680.0,3.0,99.27,3,5908
LB Shastri Nagar,2 BHK,1043.0,2.0,55.0,2,5273
Hoskote,4 Bedroom,1200.0,4.0,120.0,4,10000
Hebbal,2 BHK,1040.0,2.0,46.0,2,4423
Tindlu,3 BHK,1357.0,2.0,65.0,3,4789
other,7 Bedroom,1600.0,7.0,104.0,7,6500
other,2 BHK,1225.0,2.0,47.0,2,3836
other,9 Bedroom,1500.0,6.0,80.0,9,5333
Yelachenahalli,2 BHK,1130.0,2.0,40.0,2,3539
Basavangudi,4 Bedroom,2500.0,4.0,150.0,4,6000
Sultan Palaya,3 BHK,1700.0,3.0,120.0,3,7058
Doddathoguru,3 BHK,1549.0,3.0,65.0,3,4196
Yeshwanthpur,2 BHK,1400.0,2.0,100.0,2,7142
Dodda Nekkundi,2 BHK,1080.0,2.0,50.0,2,4629
Ulsoor,2 BHK,1180.0,2.0,100.0,2,8474
other,7 Bedroom,780.0,7.0,150.0,7,19230
Domlur,3 BHK,1800.0,3.0,150.0,3,8333
Haralur Road,2 BHK,1225.0,2.0,67.38,2,5500
other,1 BHK,890.0,1.0,75.0,1,8426
Abbigere,2 BHK,1005.0,2.0,39.59,2,3939
Whitefield,2 BHK,1320.0,2.0,95.0,2,7196
Anandapura,4 BHK,1475.0,2.0,50.0,4,3389
other,2 BHK,1110.0,2.0,51.0,2,4594
other,2 Bedroom,1300.0,2.0,54.0,2,4153
other,5 Bedroom,600.0,3.0,86.0,5,14333
Electronic City,2 BHK,1128.0,2.0,65.35,2,5793
Jakkur,2 BHK,1452.19,2.0,100.0,2,6886
other,3 Bedroom,2400.0,3.0,290.0,3,12083
Banashankari,3 BHK,2600.0,4.0,135.0,3,5192
Sarakki Nagar,3 BHK,2500.0,4.0,325.0,3,13000
Sanjay nagar,2 BHK,630.0,1.0,35.0,2,5555
Hosa Road,2 BHK,1243.0,2.0,48.5,2,3901
other,2 BHK,960.0,2.0,32.0,2,3333
other,3 BHK,1690.0,3.0,100.0,3,5917
Whitefield,2 BHK,735.0,2.0,35.0,2,4761
Banaswadi,2 BHK,1365.0,2.0,73.0,2,5347
Rajaji Nagar,5 BHK,2849.0,5.0,300.0,5,10530
Hebbal,2 BHK,1420.0,2.0,99.39,2,6999
Somasundara Palya,3 BHK,1570.0,3.0,68.0,3,4331
Bisuvanahalli,2 BHK,850.0,1.0,32.0,2,3764
7th Phase JP Nagar,3 BHK,1575.0,2.0,110.0,3,6984
Thigalarapalya,2 BHK,1418.0,2.0,104.0,2,7334
Uttarahalli,2 BHK,1050.0,2.0,42.0,2,4000
Hennur Road,2 BHK,1065.0,2.0,42.6,2,4000
Ulsoor,3 BHK,1340.0,3.0,90.0,3,6716
Yelahanka New Town,3 BHK,1610.0,3.0,92.0,3,5714
Electronic City Phase II,2 BHK,1160.0,2.0,33.5,2,2887
Kudlu,2 BHK,1092.0,2.0,44.0,2,4029
Parappana Agrahara,2 BHK,1194.0,2.0,47.0,2,3936
Yelahanka,3 BHK,1455.0,3.0,61.5,3,4226
Abbigere,1 BHK,734.0,1.0,19.82,1,2700
other,2 BHK,799.0,2.0,38.0,2,4755
Whitefield,3 BHK,1896.0,3.0,75.0,3,3955
Ardendale,2 BHK,1100.0,2.0,48.0,2,4363
Bellandur,2 BHK,1350.0,2.0,79.0,2,5851
other,3 BHK,1355.0,3.0,61.0,3,4501
Electronic City,2 BHK,1128.0,2.0,65.0,2,5762
other,2 Bedroom,1350.0,2.0,90.0,2,6666
Cunningham Road,3 BHK,3875.0,3.0,864.0,3,22296
Kasavanhalli,3 BHK,1493.0,3.0,82.0,3,5492
8th Phase JP Nagar,2 BHK,1098.0,2.0,43.91,2,3999
Banashankari,3 BHK,1900.0,2.0,170.0,3,8947
other,3 BHK,1460.0,3.0,88.0,3,6027
Frazer Town,3 BHK,2350.0,4.0,285.0,3,12127
Horamavu Banaswadi,5 Bedroom,1600.0,5.0,140.0,5,8750
Varthur,2 BHK,1091.0,2.0,32.0,2,2933
Yelahanka,2 BHK,1180.0,2.0,42.0,2,3559
Kanakpura Road,2 BHK,1366.0,3.0,76.85,2,5625
other,3 BHK,1685.0,3.0,95.0,3,5637
Koramangala,2 BHK,1260.0,2.0,100.0,2,7936
Whitefield,3 Bedroom,3010.0,3.0,200.0,3,6644
Ramamurthy Nagar,3 Bedroom,1330.0,4.0,140.0,3,10526
Mallasandra,2 Bedroom,1200.0,2.0,130.0,2,10833
Whitefield,2 BHK,1346.0,2.0,96.17,2,7144
Chandapura,1 BHK,630.0,1.0,13.86,1,2200
7th Phase JP Nagar,3 BHK,1850.0,3.0,140.0,3,7567
Frazer Town,5 Bedroom,2350.0,2.0,423.0,5,18000
Electronic City,2 BHK,755.0,1.0,34.0,2,4503
other,5 Bedroom,800.0,5.0,98.0,5,12250
Parappana Agrahara,2 BHK,1194.0,2.0,46.0,2,3852
Whitefield,3 BHK,3850.0,5.0,316.0,3,8207
Hebbal,4 BHK,4235.0,4.0,365.0,4,8618
other,1 Bedroom,800.0,1.0,52.0,1,6500
Rachenahalli,3 BHK,2250.0,3.0,195.0,3,8666
Vijayanagar,2 BHK,1352.0,2.0,68.0,2,5029
Thanisandra,3 BHK,2002.0,3.0,112.0,3,5594
other,4 Bedroom,4000.0,5.0,280.0,4,7000
Kaval Byrasandra,2 BHK,1060.0,2.0,45.0,2,4245
Kanakpura Road,3 BHK,1419.59,2.0,59.0,3,4156
Raja Rajeshwari Nagar,2 BHK,1196.0,2.0,51.15,2,4276
Electronic City,3 BHK,1220.0,2.0,35.24,3,2888
Electronics City Phase 1,3 BHK,1595.0,3.0,75.0,3,4702
Banashankari,2 BHK,1260.0,2.0,75.0,2,5952
Hebbal,2 BHK,1100.0,2.0,47.0,2,4272
Frazer Town,2 BHK,1550.0,2.0,140.0,2,9032
ISRO Layout,2 BHK,1180.0,2.0,52.0,2,4406
Electronic City,4 Bedroom,4000.0,5.0,150.0,4,3750
Akshaya Nagar,3 BHK,1662.0,3.0,85.0,3,5114
Hennur,2 BHK,1285.0,2.0,60.0,2,4669
Akshaya Nagar,4 Bedroom,1080.0,4.0,75.0,4,6944
Ambedkar Nagar,3 BHK,1862.0,3.0,119.0,3,6390
Raja Rajeshwari Nagar,2 BHK,1419.0,2.0,48.0,2,3382
Whitefield,3 BHK,1410.0,3.0,43.71,3,3100
Raja Rajeshwari Nagar,3 BHK,1560.0,2.0,62.4,3,4000
other,5 Bedroom,1100.0,4.0,150.0,5,13636
Thanisandra,3 BHK,1634.0,3.0,78.0,3,4773
Ambedkar Nagar,5 Bedroom,5530.0,5.0,627.0,5,11338
Whitefield,3 BHK,1150.0,2.0,44.0,3,3826
other,2 BHK,1100.0,2.0,53.0,2,4818
Yelahanka,3 BHK,1616.0,3.0,65.0,3,4022
Nagavarapalya,2 BHK,1392.0,2.0,99.0,2,7112
Jakkur,3 BHK,1798.0,3.0,120.0,3,6674
Babusapalaya,3 BHK,1675.0,3.0,75.0,3,4477
other,2 Bedroom,792.0,2.0,70.0,2,8838
other,5 BHK,2000.0,4.0,103.0,5,5150
other,7 Bedroom,600.0,7.0,89.0,7,14833
Hebbal,3 BHK,1700.0,3.0,124.0,3,7294
Hulimavu,2 BHK,1248.0,2.0,69.0,2,5528
other,2 BHK,1147.0,2.0,54.0,2,4707
Sultan Palaya,2 BHK,1100.0,2.0,40.0,2,3636
Vijayanagar,3 BHK,1527.0,3.0,115.0,3,7531
other,5 Bedroom,2400.0,5.0,235.0,5,9791
Kanakpura Road,1 BHK,525.0,1.0,25.0,1,4761
Kaggadasapura,2 BHK,1100.0,2.0,58.0,2,5272
Seegehalli,2 BHK,1118.0,2.0,37.5,2,3354
Kanakapura,3 BHK,1476.0,3.0,75.0,3,5081
other,3 BHK,2100.0,3.0,75.0,3,3571
other,3 BHK,1215.0,2.0,46.5,3,3827
Ambalipura,2 BHK,1332.0,2.0,79.0,2,5930
Hennur Road,2 BHK,1350.0,2.0,49.0,2,3629
Kothannur,4 Bedroom,600.0,4.0,81.0,4,13500
Haralur Road,2 BHK,1243.0,2.0,46.0,2,3700
NGR Layout,2 BHK,1105.0,2.0,49.73,2,4500
Padmanabhanagar,3 Bedroom,1500.0,2.0,200.0,3,13333
Kasavanhalli,2 BHK,1200.0,2.0,50.0,2,4166
Ramagondanahalli,2 BHK,1251.0,2.0,47.4,2,3788
Kambipura,2 BHK,883.0,2.0,45.0,2,5096
Pai Layout,3 BHK,1400.0,2.0,67.0,3,4785
Rajaji Nagar,3 BHK,1800.0,3.0,260.0,3,14444
Hegde Nagar,3 BHK,1703.0,3.0,113.0,3,6635
NRI Layout,5 BHK,2500.0,5.0,130.0,5,5200
Varthur,3 BHK,1250.0,3.0,71.0,3,5680
Jigani,2 BHK,933.0,2.0,43.0,2,4608
other,1 Bedroom,461.82,1.0,31.7,1,6864
Brookefield,2 BHK,1262.0,2.0,75.0,2,5942
Yelahanka,2 BHK,915.0,2.0,48.0,2,5245
Panathur,3 BHK,1370.0,2.0,61.5,3,4489
Malleshpalya,2 BHK,1210.0,2.0,55.0,2,4545
Kodihalli,3 BHK,2392.0,4.0,260.0,3,10869
other,3 Bedroom,1500.0,2.0,85.0,3,5666
other,2 BHK,1065.0,2.0,50.0,2,4694
Rajaji Nagar,4 BHK,3100.0,4.0,570.0,4,18387
Ramamurthy Nagar,3 BHK,1515.0,3.0,65.0,3,4290
Sarjapura - Attibele Road,4 Bedroom,1800.0,4.0,110.0,4,6111
Thanisandra,3 BHK,1445.0,2.0,40.31,3,2789
Uttarahalli,3 BHK,1300.0,2.0,55.0,3,4230
Vijayanagar,2 BHK,989.0,2.0,60.0,2,6066
Jakkur,2 BHK,1300.0,2.0,85.0,2,6538
Chandapura,3 BHK,1185.0,2.0,30.22,3,2550
Battarahalli,5 Bedroom,1350.0,3.0,110.0,5,8148
Marathahalli,2 BHK,1045.0,2.0,60.0,2,5741
other,2 BHK,1205.0,2.0,42.18,2,3500
other,2 BHK,1260.0,2.0,75.0,2,5952
other,5 Bedroom,1320.0,5.0,199.0,5,15075
Ulsoor,3 BHK,1500.0,2.0,125.0,3,8333
Bommanahalli,3 BHK,1250.0,2.0,42.5,3,3400
other,2 BHK,1199.0,2.0,50.0,2,4170
Hennur Road,2 BHK,1385.0,2.0,83.09,2,5999
other,6 Bedroom,1222.0,5.0,250.0,6,20458
Lakshminarayana Pura,2 BHK,1149.0,2.0,75.0,2,6527
Sarjapur  Road,3 BHK,2180.0,3.0,170.0,3,7798
TC Palaya,8 Bedroom,1200.0,7.0,110.0,8,9166
other,10 BHK,12000.0,12.0,525.0,10,4375
other,5 Bedroom,1200.0,5.0,195.0,5,16250
Hulimavu,3 BHK,1818.0,3.0,135.0,3,7425
other,2 BHK,1070.0,2.0,33.0,2,3084
Rajaji Nagar,3 BHK,1640.0,3.0,241.0,3,14695
Nagarbhavi,3 BHK,1350.0,2.0,54.6,3,4044
Chandapura,2 BHK,630.0,1.0,27.0,2,4285
Hoodi,2 BHK,1430.0,2.0,113.0,2,7902
Nagavara,3 BHK,2430.0,4.0,180.0,3,7407
other,6 Bedroom,1500.0,7.0,220.0,6,14666
Sarjapur  Road,2 BHK,1084.0,2.0,55.0,2,5073
Hennur Road,3 BHK,1186.0,2.0,56.0,3,4721
Kengeri,2 BHK,1255.0,2.0,50.0,2,3984
Haralur Road,4 BHK,3400.0,5.0,240.0,4,7058
Hosa Road,3 BHK,1541.0,3.0,69.84,3,4532
Iblur Village,4 BHK,3596.0,5.0,282.0,4,7842
Raja Rajeshwari Nagar,2 BHK,1295.0,2.0,70.0,2,5405
Kasavanhalli,3 Bedroom,1000.0,4.0,110.0,3,11000
other,3 BHK,2820.0,3.0,285.0,3,10106
7th Phase JP Nagar,3 BHK,1370.0,2.0,54.79,3,3999
Electronic City,2 BHK,1100.0,2.0,40.0,2,3636
Hebbal,4 BHK,4772.0,6.0,510.0,4,10687
Rajaji Nagar,2 BHK,1370.0,2.0,170.0,2,12408
7th Phase JP Nagar,3 BHK,1370.0,2.0,54.79,3,3999
JP Nagar,2 BHK,1200.0,2.0,62.0,2,5166
Gunjur,4 Bedroom,2000.0,3.0,95.0,4,4750
9th Phase JP Nagar,4 BHK,3500.0,4.0,300.0,4,8571
2nd Stage Nagarbhavi,5 Bedroom,1200.0,4.0,240.0,5,20000
Kengeri,4 Bedroom,2400.0,5.0,253.0,4,10541
Sarjapur  Road,3 BHK,1220.0,3.0,62.0,3,5081
other,3 Bedroom,1950.0,3.0,130.0,3,6666
Somasundara Palya,2 BHK,1178.0,2.0,73.0,2,6196
Dasanapura,3 BHK,1286.0,3.0,61.44,3,4777
Begur Road,2 BHK,1160.0,2.0,42.0,2,3620
Jigani,2 BHK,918.0,2.0,55.0,2,5991
Electronic City,3 BHK,1563.0,3.0,91.84,3,5875
other,2 BHK,1326.0,2.0,62.17,2,4688
other,3 BHK,1350.0,2.0,140.0,3,10370
Hebbal,4 BHK,3960.0,5.0,386.0,4,9747
Begur Road,2 BHK,1240.0,2.0,39.06,2,3150
Kaggadasapura,2 BHK,1325.0,2.0,50.0,2,3773
Sonnenahalli,2 BHK,1100.0,2.0,44.0,2,4000
Cunningham Road,3 BHK,3875.0,3.0,800.0,3,20645
Gollarapalya Hosahalli,3 BHK,1605.0,3.0,50.0,3,3115
Hennur Road,5 BHK,5600.0,5.0,515.0,5,9196
Somasundara Palya,2 BHK,1260.0,2.0,60.0,2,4761
Hoodi,3 BHK,1553.0,3.0,83.09,3,5350
Whitefield,2 BHK,1280.0,2.0,52.0,2,4062
Hebbal,3 BHK,1550.0,2.0,75.0,3,4838
Arekere,3 BHK,1445.0,2.0,125.0,3,8650
Murugeshpalya,3 BHK,1550.0,3.0,74.0,3,4774
Electronics City Phase 1,3 BHK,1515.0,2.0,80.91,3,5340
Hosa Road,3 BHK,1332.0,2.0,86.12,3,6465
Electronic City,3 BHK,1652.0,3.0,70.0,3,4237
Hegde Nagar,3 BHK,1570.0,3.0,105.0,3,6687
Sarjapur  Road,4 Bedroom,5400.0,4.0,725.0,4,13425
Sector 2 HSR Layout,1 BHK,794.0,1.0,60.0,1,7556
Seegehalli,3 Bedroom,1200.0,2.0,62.0,3,5166
7th Phase JP Nagar,4 Bedroom,3600.0,3.0,410.0,4,11388
Hosakerehalli,3 Bedroom,1200.0,3.0,175.0,3,14583
JP Nagar,4 BHK,1650.0,3.0,220.0,4,13333
other,4 Bedroom,600.0,2.0,85.0,4,14166
HRBR Layout,3 BHK,2800.0,3.0,250.0,3,8928
Sarjapur  Road,3 BHK,1750.0,3.0,110.0,3,6285
Hebbal,2 BHK,1053.0,2.0,48.0,2,4558
Kanakpura Road,3 BHK,1100.0,3.0,53.0,3,4818
Kadubeesanahalli,3 BHK,1665.0,3.0,70.0,3,4204
other,4 Bedroom,4051.0,4.0,345.0,4,8516
Malleshwaram,4 Bedroom,5500.0,5.0,1500.0,4,27272
Bommasandra,3 BHK,1447.0,3.0,80.0,3,5528
Balagere,2 BHK,1012.0,2.0,75.0,2,7411
Malleshpalya,3 BHK,1900.0,3.0,60.0,3,3157
Narayanapura,2 BHK,1308.0,2.0,92.66,2,7084
Green Glen Layout,4 BHK,3250.0,4.0,230.0,4,7076
Hormavu,1 BHK,1351.0,2.0,53.0,1,3923
Electronic City,2 BHK,1000.0,2.0,22.0,2,2200
other,4 Bedroom,1200.0,4.0,350.0,4,29166
Gunjur,2 BHK,1140.0,2.0,49.11,2,4307
Jakkur,4 BHK,3181.0,4.0,260.5,4,8189
Uttarahalli,3 BHK,1250.0,2.0,55.0,3,4400
Kanakapura,3 BHK,1290.0,3.0,45.15,3,3500
Ambedkar Nagar,2 BHK,1424.0,2.0,90.0,2,6320
Garudachar Palya,3 BHK,1320.0,2.0,60.6,3,4590
Akshaya Nagar,3 BHK,1662.0,3.0,85.5,3,5144
other,5 BHK,8321.0,5.0,2700.0,5,32448
Begur Road,2 BHK,1200.0,2.0,45.0,2,3750
Koramangala,3 BHK,1975.0,3.0,210.0,3,10632
Garudachar Palya,3 BHK,1295.0,2.0,59.5,3,4594
Battarahalli,3 BHK,1777.0,3.0,100.0,3,5627
Kadugodi,3 BHK,1900.0,3.0,108.0,3,5684
Anandapura,3 BHK,1576.0,3.0,59.1,3,3750
Sompura,2 BHK,1020.0,2.0,41.0,2,4019
other,3 BHK,2100.0,3.0,170.0,3,8095
